record_id,player_id,team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,match_outcome,mvp_award
1368,133,Red Vortex,IGL,Dust Arena,Final,17,7,12,43.89,215.85,0.84,42.55,0.86,Win,No
1369,282,Titan Esports,IGL,Skyline,Final,10,8,5,41.74,201.49,0.45,39.37,0.98,Win,No
1370,280,CyberX,Flex,Dust Arena,Semi-Final,16,5,8,42.79,196.84,0.25,47.89,0.94,Win,No
1371,295,CyberX,IGL,Dust Arena,Semi-Final,17,6,11,38.41,198.55,0.07,47.5,0.92,Win,No
1372,42,Red Vortex,Flex,Neon City,Playoff,17,14,9,28.11,203.39,0.05,52.55,1.0,Win,No
1373,177,CyberX,Sniper,Neon City,Qualifier,10,12,10,57.41,243.08,0.83,42.41,0.91,Win,No
1374,420,Titan Esports,Sniper,Skyline,Qualifier,18,4,11,50.82,157.24,0.17,52.71,1.0,Win,No
1375,49,Team Nova,IGL,Frozen Base,Group Stage,8,7,10,57.57,241.96,0.06,41.18,0.76,Win,No
1376,232,Red Vortex,Sniper,Neon City,Semi-Final,12,7,6,41.68,220.18,0.54,40.44,0.92,Win,No
1377,138,Team Alpha,Sniper,Neon City,Playoff,13,7,7,38.61,269.65,0.78,37.5,0.79,Win,No
1378,189,Team Alpha,Support,Dust Arena,Group Stage,16,9,11,49.88,228.95,0.15,53.44,1.0,Win,No
1379,445,Team Nova,Sniper,Skyline,Group Stage,20,11,9,35.84,178.56,0.34,56.52,1.0,Win,No
1380,271,Team Nova,Flex,Frozen Base,Qualifier,18,7,13,44.91,242.63,0.04,52.05,0.87,Win,No
1381,326,Team Alpha,Support,Neon City,Playoff,18,5,11,45.93,218.94,0.22,50.77,0.8,Win,No
1382,235,CyberX,Sniper,Neon City,Qualifier,13,6,5,55.14,218.03,0.4,50.57,0.9,Win,No
1383,387,CyberX,Flex,Skyline,Final,18,11,12,61.31,258.0,0.57,59.95,1.0,Win,No
1384,302,Red Vortex,IGL,Dust Arena,Semi-Final,15,4,8,40.27,227.51,0.98,36.34,0.77,Win,No
1385,382,Red Vortex,Sniper,Dust Arena,Final,12,10,8,39.45,198.4,0.52,40.52,0.74,Win,No
1386,233,Red Vortex,Sniper,Neon City,Final,7,10,16,39.2,261.34,0.39,23.7,0.94,Win,No
1387,138,Titan Esports,Flex,Dust Arena,Qualifier,11,6,8,41.53,237.02,0.31,37.66,0.82,Win,No
1388,229,Red Vortex,IGL,Skyline,Group Stage,11,9,8,29.56,212.16,0.74,30.38,0.92,Win,No
1389,446,Phantom Squad,Sniper,Dust Arena,Qualifier,17,13,11,38.05,213.08,0.1,54.02,1.0,Win,No
1390,475,Team Nova,Sniper,Neon City,Qualifier,19,8,9,55.99,228.14,0.82,56.8,1.0,Win,No
1391,184,Phantom Squad,Entry Fragger,Dust Arena,Group Stage,15,9,17,47.4,204.49,0.63,39.4,0.87,Win,No
1392,390,Red Vortex,IGL,Skyline,Group Stage,10,4,7,39.8,249.99,0.64,30.5,0.78,Win,No
1393,207,Team Alpha,IGL,Neon City,Group Stage,13,11,18,59.74,208.28,0.52,43.67,0.87,Win,No
1394,437,Team Alpha,Flex,Desert Storm,Final,16,10,10,43.46,256.84,0.03,53.43,0.9,Win,No
1395,162,Phantom Squad,Entry Fragger,Neon City,Playoff,16,7,11,51.52,225.03,0.91,44.66,0.91,Win,No
1396,192,Red Vortex,Flex,Dust Arena,Semi-Final,15,13,13,36.56,188.18,0.87,39.58,1.0,Win,No
1397,285,Team Alpha,Support,Frozen Base,Semi-Final,18,11,8,58.46,210.69,0.16,66.63,1.0,Win,Yes
1398,480,CyberX,Support,Dust Arena,Qualifier,20,8,7,42.75,243.56,0.36,58.77,1.0,Win,No
1399,161,Team Nova,Flex,Neon City,Semi-Final,22,9,10,45.01,195.15,0.71,58.4,1.0,Win,No
1400,82,CyberX,Entry Fragger,Dust Arena,Semi-Final,9,4,8,47.21,263.82,0.94,28.21,0.9,Win,No
1401,224,Team Alpha,Support,Desert Storm,Semi-Final,15,11,6,37.52,274.37,0.48,48.96,1.0,Win,No
1402,104,Team Nova,IGL,Desert Storm,Final,15,5,12,51.39,203.66,0.1,47.7,1.0,Win,No
1403,286,Team Nova,Support,Neon City,Qualifier,16,10,6,44.32,200.42,0.25,55.66,1.0,Win,No
1404,77,Team Alpha,Entry Fragger,Dust Arena,Final,11,10,6,38.27,274.79,0.92,35.94,0.77,Win,No
1405,450,Phantom Squad,IGL,Desert Storm,Qualifier,23,15,12,44.83,210.38,0.74,64.01,1.0,Win,Yes
1406,456,CyberX,Support,Neon City,Group Stage,12,11,8,44.96,207.12,0.56,43.88,0.83,Win,No
1407,454,Team Nova,IGL,Neon City,Semi-Final,17,12,11,53.88,181.91,0.16,60.34,1.0,Win,Yes
1408,476,Red Vortex,Sniper,Dust Arena,Final,17,6,6,36.62,224.8,0.58,46.51,0.91,Win,No
1409,206,Phantom Squad,Flex,Frozen Base,Group Stage,11,4,7,45.74,165.69,0.92,32.67,0.95,Win,No
1410,493,Team Alpha,Sniper,Frozen Base,Semi-Final,14,7,15,49.73,218.92,0.3,41.86,0.84,Win,No
1411,226,Titan Esports,Flex,Neon City,Group Stage,14,9,12,54.89,229.85,0.39,48.55,1.0,Win,No
1412,189,Phantom Squad,Flex,Neon City,Qualifier,19,8,11,34.54,236.15,0.53,46.97,0.83,Win,No
1413,227,Phantom Squad,IGL,Desert Storm,Final,12,5,13,50.96,195.4,0.17,39.78,0.86,Win,No
1414,177,CyberX,Sniper,Neon City,Final,13,15,8,32.62,186.53,0.39,45.41,0.96,Win,No
1415,270,Phantom Squad,IGL,Frozen Base,Final,11,4,5,51.29,237.71,0.47,41.94,0.9,Win,No
1416,474,Titan Esports,Flex,Skyline,Qualifier,12,5,5,46.64,236.99,0.21,45.22,1.0,Win,No
1417,192,Titan Esports,Entry Fragger,Neon City,Group Stage,12,9,7,39.14,239.78,0.59,39.67,1.0,Win,No
1418,274,Phantom Squad,Entry Fragger,Frozen Base,Final,17,5,11,55.48,232.53,0.03,55.44,1.0,Win,No
1419,164,Red Vortex,Entry Fragger,Dust Arena,Semi-Final,17,9,15,36.14,220.74,0.9,37.07,0.89,Win,No
1420,290,Team Nova,Entry Fragger,Dust Arena,Semi-Final,17,11,8,46.01,251.7,0.07,59.3,1.0,Win,No
1421,419,Red Vortex,IGL,Frozen Base,Group Stage,14,7,10,52.45,244.74,0.04,50.83,1.0,Win,No
1422,385,Red Vortex,Entry Fragger,Desert Storm,Final,21,4,7,40.78,149.47,0.46,54.79,0.95,Win,No
1423,246,CyberX,Entry Fragger,Dust Arena,Final,18,11,9,44.52,206.62,0.6,54.26,1.0,Win,No
1424,427,Red Vortex,Support,Neon City,Qualifier,7,10,8,30.49,198.84,0.27,28.54,0.78,Win,No
1425,204,Titan Esports,Flex,Dust Arena,Semi-Final,12,18,13,66.38,193.37,0.6,56.19,1.0,Win,No
1426,347,Team Nova,Entry Fragger,Dust Arena,Final,19,9,9,49.06,285.1,0.96,52.93,1.0,Win,No
1427,247,Team Nova,Entry Fragger,Skyline,Final,16,8,9,36.32,192.83,0.81,41.06,0.64,Win,No
1428,386,Phantom Squad,Sniper,Skyline,Semi-Final,15,11,13,53.8,167.38,0.92,45.7,0.99,Win,No
1429,271,Red Vortex,Flex,Neon City,Playoff,14,8,12,46.1,211.1,0.5,42.05,1.0,Win,No
1430,243,Titan Esports,Support,Dust Arena,Semi-Final,8,11,2,49.97,204.13,0.8,41.98,0.9,Win,No
1431,28,Team Alpha,IGL,Dust Arena,Group Stage,14,7,15,43.19,187.7,0.78,33.8,0.83,Win,No
1432,79,Team Alpha,Entry Fragger,Skyline,Semi-Final,11,7,11,43.71,240.14,0.99,29.96,0.69,Win,No
1433,185,Phantom Squad,Entry Fragger,Dust Arena,Final,7,7,17,52.72,227.49,0.08,29.56,0.92,Win,No
1434,193,Red Vortex,Support,Neon City,Final,12,15,6,46.7,227.04,0.31,53.25,1.0,Win,No
1435,139,Team Alpha,Flex,Skyline,Semi-Final,19,9,17,48.54,198.93,0.04,53.87,1.0,Win,No
1436,311,Red Vortex,Entry Fragger,Neon City,Qualifier,16,9,12,44.43,235.14,0.67,44.52,0.88,Win,No
1437,125,Team Alpha,Sniper,Dust Arena,Group Stage,17,7,12,36.38,228.06,0.4,43.19,0.91,Win,No
1438,492,Red Vortex,IGL,Skyline,Final,20,9,9,39.45,192.69,0.02,59.52,0.94,Win,No
1439,253,Team Alpha,Flex,Skyline,Final,23,9,8,45.92,205.58,0.52,64.76,1.0,Win,Yes
1440,75,CyberX,Entry Fragger,Skyline,Playoff,10,7,8,57.09,232.14,0.06,46.95,0.89,Win,No
1441,490,Titan Esports,Support,Dust Arena,Final,13,11,7,52.58,204.21,0.65,49.79,1.0,Win,No
1442,201,Team Alpha,Sniper,Frozen Base,Qualifier,15,7,12,40.66,230.71,0.01,45.23,0.82,Win,No
1443,465,Phantom Squad,Sniper,Desert Storm,Final,18,5,11,63.03,258.56,0.8,53.52,1.0,Win,No
1444,109,Red Vortex,Flex,Neon City,Group Stage,15,9,15,49.87,219.52,0.51,43.84,0.93,Win,No
1445,339,Team Alpha,Entry Fragger,Frozen Base,Final,9,7,15,31.48,171.83,0.89,16.84,0.73,Win,No
1446,425,Team Alpha,Entry Fragger,Dust Arena,Final,16,9,9,35.45,249.46,0.48,44.93,1.0,Win,No
1447,7,Team Alpha,Entry Fragger,Frozen Base,Group Stage,15,8,12,46.65,272.33,0.44,44.93,1.0,Win,No
1448,460,Titan Esports,Support,Desert Storm,Playoff,20,7,9,34.46,230.56,0.02,55.03,0.85,Win,No
1449,269,Phantom Squad,Entry Fragger,Dust Arena,Qualifier,20,13,18,51.24,189.24,0.91,51.52,1.0,Win,No
1450,230,Team Nova,Entry Fragger,Neon City,Final,17,9,8,37.93,201.87,0.29,51.07,1.0,Win,No
1451,481,Team Nova,Entry Fragger,Frozen Base,Playoff,16,4,9,50.23,204.72,0.86,43.51,0.79,Win,No
1452,128,Titan Esports,Flex,Skyline,Semi-Final,18,4,12,33.43,216.83,0.71,37.62,0.8,Win,No
1453,12,Team Alpha,IGL,Neon City,Qualifier,7,8,11,38.07,199.74,0.2,28.04,0.87,Win,No
1454,69,CyberX,Flex,Skyline,Group Stage,18,6,6,49.23,214.82,0.04,60.21,1.0,Win,Yes
1455,198,Team Nova,Support,Skyline,Semi-Final,17,8,11,39.87,279.14,0.97,41.23,0.87,Win,No
1456,433,Titan Esports,Flex,Desert Storm,Playoff,18,6,8,48.3,222.24,0.62,51.95,0.92,Win,No
1457,428,Team Nova,Flex,Desert Storm,Qualifier,14,4,8,51.27,203.03,0.16,48.04,1.0,Win,No
1458,456,Titan Esports,Entry Fragger,Skyline,Qualifier,13,8,10,53.73,227.76,0.93,41.56,0.89,Win,No
1459,379,Team Alpha,IGL,Dust Arena,Group Stage,11,7,9,47.22,290.33,0.43,39.31,0.89,Win,No
1460,233,Red Vortex,Entry Fragger,Dust Arena,Semi-Final,14,9,11,55.41,297.62,0.9,44.7,0.94,Win,No
1461,285,Titan Esports,Sniper,Neon City,Group Stage,11,10,8,40.78,194.58,0.02,44.19,1.0,Win,No
1462,490,Team Alpha,Support,Neon City,Qualifier,14,8,8,43.74,212.44,0.91,40.77,0.75,Win,No
1463,168,Team Nova,Entry Fragger,Desert Storm,Playoff,20,6,12,48.73,196.73,0.71,51.26,0.98,Win,No
1464,35,Team Nova,Support,Dust Arena,Playoff,17,11,8,62.68,243.37,0.11,67.24,1.0,Win,Yes
1465,62,Titan Esports,Flex,Frozen Base,Playoff,15,12,4,44.99,192.84,0.71,53.4,0.91,Win,No
1466,471,Red Vortex,Flex,Dust Arena,Qualifier,9,8,5,37.33,228.13,0.79,31.77,0.82,Win,No
1467,272,Phantom Squad,Sniper,Neon City,Final,14,12,9,43.59,230.61,0.47,48.09,0.99,Win,No
1468,305,Titan Esports,Entry Fragger,Neon City,Playoff,20,8,12,34.09,205.65,0.34,49.65,1.0,Win,No
1469,484,Titan Esports,Entry Fragger,Dust Arena,Semi-Final,15,8,10,31.19,267.99,0.65,37.09,0.87,Win,No
1470,279,CyberX,Sniper,Frozen Base,Semi-Final,22,11,13,50.0,202.83,0.58,61.2,1.0,Win,Yes
1471,17,Red Vortex,Sniper,Frozen Base,Group Stage,11,5,12,55.48,250.41,0.35,39.24,0.65,Win,No
1472,372,Titan Esports,Flex,Frozen Base,Final,23,12,9,39.87,196.66,0.35,65.44,1.0,Win,Yes
1473,386,Team Nova,Flex,Desert Storm,Final,18,7,12,52.81,255.73,0.01,57.3,0.99,Win,No
1474,140,Red Vortex,IGL,Skyline,Qualifier,11,8,12,40.19,223.77,0.23,35.8,0.75,Win,No
1475,194,Team Alpha,IGL,Neon City,Playoff,19,10,8,33.89,246.26,0.65,50.45,1.0,Win,No
1476,153,CyberX,Sniper,Frozen Base,Playoff,19,4,10,39.81,231.72,0.37,48.2,0.84,Win,No
1477,82,Phantom Squad,Flex,Neon City,Group Stage,10,7,14,47.77,224.21,0.56,31.29,0.66,Win,No
1478,430,Team Nova,Support,Dust Arena,Playoff,22,7,13,39.65,156.78,0.34,54.43,1.0,Win,No
1479,370,Team Nova,IGL,Dust Arena,Group Stage,14,4,9,49.36,201.89,0.13,46.38,0.98,Win,No
1480,326,Team Alpha,Support,Neon City,Qualifier,13,6,6,51.34,201.01,0.28,48.87,1.0,Win,No
1481,9,Phantom Squad,IGL,Dust Arena,Group Stage,19,8,7,44.77,215.16,0.9,52.39,0.98,Win,No
1482,152,Team Nova,Flex,Neon City,Playoff,18,7,10,34.42,253.5,0.39,46.31,0.99,Win,No
1483,465,CyberX,IGL,Neon City,Final,15,5,5,44.66,219.48,0.51,47.23,0.98,Win,No
1484,63,Team Nova,Flex,Skyline,Group Stage,10,7,6,33.1,226.06,0.46,32.95,0.68,Win,No
1485,51,Phantom Squad,Entry Fragger,Dust Arena,Group Stage,13,6,9,48.89,185.15,0.54,42.05,0.89,Win,No
1486,455,Titan Esports,Sniper,Desert Storm,Semi-Final,10,6,15,42.63,198.17,0.47,27.61,0.9,Win,No
1487,329,Phantom Squad,Sniper,Skyline,Group Stage,12,7,10,39.21,280.56,0.22,38.41,0.87,Win,No
1488,466,Team Alpha,Flex,Dust Arena,Semi-Final,17,9,6,27.31,247.62,0.33,47.36,1.0,Win,No
1489,148,Team Alpha,Flex,Frozen Base,Playoff,12,5,11,56.04,199.9,0.43,41.72,0.94,Win,No
1490,443,Red Vortex,Entry Fragger,Skyline,Group Stage,12,9,10,61.2,227.12,0.51,48.5,0.88,Win,No
1491,322,Phantom Squad,Support,Neon City,Qualifier,17,7,15,48.3,215.17,0.65,43.65,0.79,Win,No
1492,87,Team Nova,Sniper,Dust Arena,Playoff,19,8,11,46.26,198.33,0.45,53.63,1.0,Win,No
1493,173,Team Alpha,Flex,Desert Storm,Playoff,12,13,12,35.67,199.38,0.24,40.44,0.85,Win,No
1494,272,Phantom Squad,Support,Desert Storm,Group Stage,9,6,9,42.99,240.63,0.83,28.2,0.72,Win,No
1495,126,Red Vortex,Sniper,Dust Arena,Qualifier,17,8,11,51.96,167.69,0.39,53.08,0.95,Win,No
1496,465,Titan Esports,Sniper,Skyline,Playoff,12,15,12,49.12,228.74,0.2,49.56,0.88,Win,No
1497,482,Titan Esports,Sniper,Dust Arena,Group Stage,14,4,9,42.02,177.4,0.97,34.31,1.0,Win,No
1498,299,Team Alpha,Flex,Neon City,Playoff,17,6,18,45.52,249.84,0.41,40.66,0.83,Win,No
1499,447,Red Vortex,Flex,Desert Storm,Final,11,8,11,45.45,191.39,0.68,34.92,0.81,Win,No
1500,166,Red Vortex,Sniper,Desert Storm,Playoff,11,7,7,42.62,224.3,0.67,36.61,0.68,Win,No
1501,391,Titan Esports,Entry Fragger,Dust Arena,Qualifier,18,4,10,38.65,252.85,0.98,39.53,1.0,Win,No
1502,311,CyberX,Support,Frozen Base,Semi-Final,17,6,14,48.23,239.1,0.82,41.91,0.98,Win,No
1503,427,Red Vortex,Flex,Neon City,Semi-Final,16,6,7,47.87,221.04,0.84,46.54,1.0,Win,No
1504,83,Team Alpha,Sniper,Dust Arena,Final,9,9,13,34.36,284.01,0.47,26.48,0.72,Win,No
1505,358,Phantom Squad,Support,Skyline,Group Stage,17,11,5,51.3,196.69,0.57,59.95,1.0,Win,No
1506,57,Phantom Squad,Support,Frozen Base,Group Stage,19,8,13,41.05,262.14,0.9,44.52,1.0,Win,No
1507,361,Team Nova,Entry Fragger,Desert Storm,Qualifier,11,8,14,41.28,267.11,0.84,28.24,0.94,Win,No
1508,237,Team Nova,Support,Dust Arena,Playoff,8,10,10,46.46,232.45,0.2,37.23,0.86,Win,No
1509,209,CyberX,IGL,Frozen Base,Final,16,8,10,59.46,188.05,0.66,53.13,1.0,Win,No
1510,50,Team Nova,IGL,Skyline,Group Stage,19,5,13,35.28,180.95,0.83,39.34,0.91,Win,No
1511,253,CyberX,Support,Skyline,Final,18,8,5,31.26,202.9,0.81,46.53,0.8,Win,No
1512,139,Titan Esports,Sniper,Desert Storm,Playoff,18,5,8,21.94,249.43,0.19,42.07,0.97,Win,No
1513,31,Titan Esports,Entry Fragger,Neon City,Final,16,7,5,34.23,206.79,0.63,44.81,0.94,Win,No
1514,338,Team Nova,Entry Fragger,Neon City,Semi-Final,15,9,15,31.91,202.82,0.26,37.35,0.84,Win,No
1515,279,Red Vortex,Flex,Desert Storm,Qualifier,19,13,12,54.3,260.97,0.22,63.95,1.0,Win,Yes
1516,161,CyberX,Sniper,Desert Storm,Final,14,10,12,40.15,178.03,0.45,41.58,1.0,Win,No
1517,193,Team Alpha,Flex,Dust Arena,Semi-Final,14,8,9,62.45,221.43,0.04,57.83,1.0,Win,No
1518,369,Titan Esports,Sniper,Desert Storm,Final,15,10,8,40.16,172.78,0.71,44.98,0.87,Win,No
1519,261,Phantom Squad,IGL,Frozen Base,Semi-Final,17,5,10,49.68,215.88,0.83,45.54,1.0,Win,No
1520,57,Team Alpha,Entry Fragger,Neon City,Final,10,10,15,58.32,215.4,0.44,39.76,0.92,Win,No
1521,93,CyberX,Flex,Skyline,Qualifier,18,7,10,46.23,162.36,0.65,49.61,0.98,Win,No
1522,78,Team Nova,Sniper,Dust Arena,Playoff,14,6,11,59.5,249.36,0.8,44.75,1.0,Win,No
1523,459,Phantom Squad,IGL,Neon City,Group Stage,18,7,12,23.62,203.97,0.52,37.61,0.98,Win,No
1524,286,CyberX,Sniper,Dust Arena,Final,16,10,15,36.82,249.09,0.7,38.41,0.99,Win,No
1525,436,Titan Esports,IGL,Dust Arena,Group Stage,21,9,4,58.45,265.54,0.91,67.12,1.0,Win,Yes
1526,52,Titan Esports,Entry Fragger,Frozen Base,Playoff,11,8,6,44.55,184.42,0.81,38.17,0.96,Win,No
1527,193,Phantom Squad,Support,Frozen Base,Playoff,11,7,4,35.81,235.04,0.58,37.11,0.73,Win,No
1528,6,Titan Esports,Entry Fragger,Neon City,Playoff,10,10,10,46.34,288.28,0.55,37.67,0.96,Win,No
1529,438,CyberX,Support,Neon City,Group Stage,11,8,11,40.55,193.93,0.68,32.47,0.85,Win,No
1530,341,Titan Esports,Support,Skyline,Group Stage,11,5,7,47.53,154.55,0.94,34.37,0.83,Win,No
1531,432,Phantom Squad,Entry Fragger,Neon City,Group Stage,16,4,9,58.27,208.3,0.96,46.54,1.0,Win,No
1532,234,CyberX,Entry Fragger,Dust Arena,Playoff,20,8,16,27.56,179.13,0.49,40.88,0.91,Win,No
1533,210,Team Nova,Entry Fragger,Desert Storm,Final,20,8,6,40.47,209.1,0.7,55.23,1.0,Win,No
1534,133,CyberX,Support,Dust Arena,Semi-Final,12,11,14,43.73,217.15,0.72,35.66,0.98,Win,No
1535,87,Team Nova,Entry Fragger,Desert Storm,Final,22,7,16,50.21,218.22,0.9,51.11,1.0,Win,No
1536,121,Team Alpha,Sniper,Desert Storm,Final,12,8,9,58.24,225.28,0.19,50.22,0.93,Win,No
1537,180,Red Vortex,Flex,Desert Storm,Playoff,15,5,11,56.23,215.07,0.33,48.81,0.92,Win,No
1538,450,Team Alpha,Sniper,Frozen Base,Semi-Final,17,7,4,37.35,217.24,0.68,48.88,0.97,Win,No
1539,412,Phantom Squad,Sniper,Neon City,Group Stage,10,4,8,41.14,229.3,0.79,28.67,0.78,Win,No
1540,94,Red Vortex,IGL,Dust Arena,Semi-Final,16,8,8,41.56,178.41,0.91,43.68,1.0,Win,No
1541,226,Phantom Squad,Support,Desert Storm,Playoff,4,7,7,39.94,248.31,0.49,23.07,0.73,Win,No
1542,184,Red Vortex,IGL,Frozen Base,Playoff,14,8,14,56.89,232.32,0.82,42.25,0.8,Win,No
1543,43,Titan Esports,Flex,Neon City,Semi-Final,13,7,6,38.8,180.03,0.49,41.5,0.99,Win,No
1544,128,Titan Esports,Support,Desert Storm,Semi-Final,12,7,9,28.57,220.2,0.65,29.78,0.76,Win,No
1545,146,Team Nova,Sniper,Dust Arena,Group Stage,18,11,9,52.97,208.97,0.74,57.09,1.0,Win,No
1546,119,Team Nova,Entry Fragger,Skyline,Semi-Final,8,6,13,42.83,256.44,0.94,21.02,0.9,Win,No
1547,148,CyberX,Sniper,Frozen Base,Final,12,7,5,42.79,233.77,0.63,41.09,0.9,Win,No
1548,404,CyberX,Sniper,Skyline,Final,12,13,8,41.24,151.87,0.07,48.92,0.85,Win,No
1549,13,Phantom Squad,Support,Neon City,Semi-Final,14,9,11,51.92,202.4,0.0,51.96,1.0,Win,No
1550,276,Titan Esports,Support,Frozen Base,Group Stage,21,6,11,34.84,167.53,0.38,50.62,1.0,Win,No
1551,435,Team Nova,IGL,Neon City,Playoff,14,6,9,37.35,193.52,0.68,36.88,0.75,Win,No
1552,297,CyberX,Entry Fragger,Neon City,Group Stage,20,5,8,47.81,263.21,0.15,59.41,1.0,Win,No
1553,229,Team Nova,Sniper,Desert Storm,Final,15,8,14,54.26,212.84,0.73,43.83,0.76,Win,No
1554,292,Team Alpha,Flex,Skyline,Qualifier,11,8,9,51.24,256.41,0.01,46.52,1.0,Win,No
1555,184,CyberX,Entry Fragger,Neon City,Qualifier,16,15,8,55.93,210.75,0.76,59.37,1.0,Win,No
1556,28,Team Nova,IGL,Desert Storm,Qualifier,15,7,13,36.63,190.71,0.98,32.52,0.85,Win,No
1557,80,CyberX,Entry Fragger,Desert Storm,Group Stage,14,10,9,43.14,195.59,0.99,40.67,1.0,Win,No
1558,470,CyberX,IGL,Desert Storm,Playoff,15,8,14,53.89,193.1,0.97,41.25,0.76,Win,No
1559,242,Team Alpha,Flex,Dust Arena,Final,13,6,7,42.94,251.93,0.61,40.37,1.0,Win,No
1560,17,Team Alpha,Sniper,Neon City,Semi-Final,15,10,11,50.9,182.03,0.8,46.45,0.78,Win,No
1561,102,Team Nova,Entry Fragger,Neon City,Group Stage,21,9,9,38.45,187.04,0.06,60.62,1.0,Win,Yes
1562,272,Phantom Squad,Sniper,Desert Storm,Playoff,23,6,9,31.4,230.13,0.82,50.5,0.94,Win,No
1563,260,CyberX,Flex,Desert Storm,Group Stage,19,11,10,36.55,222.36,0.25,54.77,1.0,Win,No
1564,291,Red Vortex,Entry Fragger,Neon City,Group Stage,16,16,14,57.08,220.69,0.66,55.94,1.0,Win,No
1565,268,Red Vortex,Entry Fragger,Skyline,Qualifier,18,8,6,49.57,238.45,0.02,62.58,1.0,Win,Yes
1566,71,Red Vortex,Support,Dust Arena,Playoff,13,13,13,40.12,224.8,0.77,38.36,0.96,Win,No
1567,317,Titan Esports,Entry Fragger,Neon City,Group Stage,12,10,5,44.7,149.56,0.62,45.15,0.94,Win,No
1568,431,Titan Esports,Flex,Desert Storm,Group Stage,18,6,11,47.31,211.66,0.91,45.55,1.0,Win,No
1569,180,Team Nova,Entry Fragger,Dust Arena,Qualifier,13,9,8,46.58,226.12,0.1,49.29,0.85,Win,No
1570,122,Red Vortex,Sniper,Frozen Base,Playoff,13,7,10,41.68,198.04,0.32,40.64,1.0,Win,No
1571,297,Team Alpha,Entry Fragger,Neon City,Playoff,23,9,8,44.56,157.53,0.06,68.68,1.0,Win,Yes
1572,98,Team Alpha,Flex,Neon City,Group Stage,13,4,9,41.86,210.16,0.23,39.63,0.85,Win,No
1573,242,Team Nova,Entry Fragger,Dust Arena,Qualifier,12,9,6,44.23,181.46,0.8,41.11,0.98,Win,No
1574,373,CyberX,Support,Desert Storm,Qualifier,15,10,13,42.84,205.41,0.25,45.92,0.85,Win,No
1575,204,Phantom Squad,Entry Fragger,Neon City,Final,12,8,10,47.06,225.73,0.74,38.13,0.83,Win,No
1576,291,Team Nova,IGL,Skyline,Semi-Final,22,9,9,38.61,254.13,0.83,55.01,1.0,Win,No
1577,235,Team Alpha,IGL,Frozen Base,Group Stage,21,5,8,52.12,253.18,0.02,64.86,1.0,Win,Yes
1578,47,Team Alpha,Sniper,Frozen Base,Group Stage,16,3,3,45.38,208.71,0.84,46.29,0.82,Win,No
1579,237,Team Nova,Flex,Dust Arena,Playoff,13,8,11,44.41,193.5,0.26,42.6,1.0,Win,No
1580,336,Titan Esports,Support,Skyline,Qualifier,10,6,7,43.56,246.49,0.41,36.68,0.92,Win,No
1581,321,Red Vortex,Flex,Frozen Base,Playoff,17,7,12,44.32,238.05,0.43,46.86,1.0,Win,No
1582,357,Red Vortex,Support,Skyline,Playoff,15,10,2,50.89,194.78,0.51,58.34,1.0,Win,No
1583,146,Team Nova,Flex,Neon City,Final,13,9,13,46.4,208.14,0.06,44.6,0.9,Win,No
1584,206,Red Vortex,IGL,Dust Arena,Semi-Final,9,11,10,39.59,237.4,0.9,29.8,0.95,Win,No
1585,317,Team Nova,Entry Fragger,Frozen Base,Playoff,11,10,5,38.57,243.18,0.02,46.08,0.92,Win,No
1586,422,Team Alpha,IGL,Dust Arena,Qualifier,11,5,9,25.24,205.57,0.33,27.32,0.67,Win,No
1587,211,Phantom Squad,Entry Fragger,Frozen Base,Semi-Final,18,7,16,43.29,231.81,0.91,39.54,1.0,Win,No
1588,339,Team Alpha,IGL,Dust Arena,Semi-Final,24,6,8,44.91,207.93,0.81,60.35,1.0,Win,Yes
1589,240,CyberX,IGL,Frozen Base,Final,19,3,6,47.41,229.85,0.31,55.6,0.83,Win,No
1590,377,CyberX,Sniper,Skyline,Playoff,14,7,11,44.49,214.83,0.77,38.55,0.83,Win,No
1591,139,Phantom Squad,Sniper,Desert Storm,Qualifier,16,14,11,49.01,189.69,0.82,51.3,0.94,Win,No
1592,340,Phantom Squad,IGL,Dust Arena,Qualifier,16,3,7,32.21,264.89,0.07,43.41,0.98,Win,No
1593,244,Team Nova,IGL,Desert Storm,Playoff,15,9,12,44.04,230.73,0.87,40.32,0.83,Win,No
1594,287,CyberX,IGL,Neon City,Group Stage,17,9,9,41.25,169.04,0.29,51.73,0.96,Win,No
1595,413,Team Alpha,Sniper,Neon City,Semi-Final,12,10,4,32.24,246.96,0.44,41.72,0.86,Win,No
1596,301,Team Nova,Support,Dust Arena,Final,13,13,7,50.72,203.52,0.36,53.76,1.0,Win,No
1597,314,Titan Esports,Entry Fragger,Dust Arena,Semi-Final,12,5,8,46.56,231.87,0.94,34.88,0.89,Win,No
1598,455,Phantom Squad,Sniper,Frozen Base,Final,10,6,12,42.96,168.23,0.89,26.58,0.98,Win,No
1599,243,Titan Esports,Entry Fragger,Dust Arena,Final,15,11,13,38.2,236.94,0.02,46.9,0.93,Win,No
1600,462,Titan Esports,IGL,Skyline,Playoff,9,12,5,36.44,179.12,0.22,41.02,0.82,Win,No
1601,29,Team Nova,Entry Fragger,Desert Storm,Qualifier,19,13,5,49.15,178.17,0.58,64.78,1.0,Win,Yes
